# icr-intercell gene name dictionary v0.2
#
# jamesc@icr.ac.uk, 13th May 2014
#
# This file is used as a dictionary to standardise gene names in different data sets
# Cell line names found in the first column (alias) should be converted to those
# given in the second column (gene_name).
#
# Gene name information was extracted from columns 4 and 7 in the file:
# 	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/GENE_INFO/Mammalia/Homo_sapiens.gene_info.gz
#
# This version contains 102615 alia for 47634 distinct gene names
#
# Changes: 
#   changed HGF\tSOS1 to HGF\tHGF
#	changed APC\tPROC to APC\APC
# need to address the issue of an official gene name being an alias for another gene...
#
#alias	gene_name
DDC8	TIMP2
IGSF9B	IGSF9B
LINC00054	RMST
RNA5SP372	RNA5SP372
IGKV2D-19	IGKV2D-19
H1-R	HRH1
HDLD3	HDLCQ14
HT018	SEMA6A
HSPC123-like	FGFR1OP2
DNAJC26	GAK
HDBP-2	ZNF395
Cav3.2	CACNA1H
ST2V	IL1RL1
HBII-429	SNORD100
LEU8	SELL
G6PC1	G6PC
DCRC	PIGP
FER1L1	DYSF
LIPJ	LIPJ
RPL7A_6_424	RPL7AP24
NSG3	CALY
LOC101928377	LOC101928377
RPL32_20_1573	RPL32P33
KIAA0692	ANKLE2
LZIC	LZIC
NCRNA00333	LINC00333
AGS3	RNASEH2C
CDKN2C	CDKN2C
MIR6749	MIR6749
G7B	LSM2
WDR68	DCAF7
Sp110	PMP22
GAP1M	RASA2
PYPAF5	NLRP6
USH1A	USH1A
SPATA13-AS1	SPATA13-AS1
BCMSUNL	DLEU2L
IGKV2-14	IGKV2-14
ISCA1L	ISCA1P1
PIG12	PTGES
TRNAN3	TRNAN3
HSN44A4A	C22orf24
GRAP	GRAP
ELMSAN1	ELMSAN1
C9orf35	MOB3B
TIM10A	TIMM10
LOC148638	LOC148638
DENND2B	ST5
OR8I4P	OR8I4P
RUTBC3	SGSM3
NUAK2	NUAK2
SEC31L2	SEC31B
TMEM15	DOLK
IL5RB	CSF2RB
OR51H1P	OR51H1P
LOC101927779	LOC101927779
RN5S401	RNA5SP401
LOC100506859	LOC100506859
RPARP-AS1	RPARP-AS1
MFE-2	HSD17B4
BULN	BULN
bA364G4.2	SLITRK5
COPD28	COPD28
LOC100422324	LOC100422324
MAMDC2-AS2	SMC5-AS1
VSTM3	TIGIT
PCTP	PCTP
ZNF926	ZFX
CD164	CD164
LINC00612	LINC00612
SPRL1B	LCE2B
GCVT	AMT
bA63L7.3	PM20D2
CDAGS	CDAGS
MIR505	MIR505
LOC440157	LOC440157
C14orf64	C14orf64
LGR8.1	RXFP2
MIR449C	MIR449C
dJ522B19.2	TXLNB
C6orf74	HDDC2
CC-1	CCL14
OR1E4	OR1E2
BMX	BMX
SNORD114-31	SNORD114-31
LOC728290	LOC728290
BSSP3	PRSS12
STAT113	STAT2
IGHV354	IGHV3-54
HOXC8	HOXC8
SNX18P1Y	SNX18P1Y
ADPGK	ADPGK
BCKDKD	BCKDK
KLHL11	KLHL11
GNAQP	GNAQP1
LOC102724248	LOC102724248
RPL39_16_1667	RPL39P35
RPL31_17_1239	RPL31P51
ASRT7	CHI3L1
DDX25	DDX25
RPL32_5_690	RPL32P15
GFRAL	GFRAL
ATP5CL1	ATP5C1
NCRNA00004	BCYRN1
Kizuna	KIZ
TRAPPC13P1	TRAPPC13P1
NIN283	ZNRF1
BSSL	CEL
TLD	BMP1
LOC643554	LOC643554
MIR4668	MIR4668
CLP	COTL1
FIP3	IKBKG
RL-4	RAET1E
RNASE12	RNASE12
bHLHc5	MESP1
SEDT	TRAPPC2
PABPC1P11	PABPC1P11
LOC729950	LOC729950
LOC100506447	LOC100506447
LOC101060304	LOC101060304
LOC100288097	LOC100288097
LOC102725320	LOC102725320
LOC102724801	LOC102724801
TOM	PRPF6
EDR	PEG10
LOC400174	LOC400174
ly-96	LY96
U2B	UTS2B
ARMC5	ARMC5
ALKBH6	ALKBH6
PRELP	PRELP
TMPRSS11GP	TMPRSS11GP
LOC392181	LOC392181
GYG1	GYG1
DUP2Q31.1	DUP2Q31.1
C1orf187	DRAXIN
TXLNB	TXLNB
LS	LIAS
LOC102723876	LOC102723876
LOC100419685	LOC100419685
BOKAS	BOK-AS1
LOC100287908	LOC100287908
WDM	WDM
C16orf68	METTL22
MTND1P22	MTND1P22
R3HDM1	R3HDM1
CD11D	ITGAD
LOC102724896	LOC102724896
SONP1	SONP1
CKLiK	CAMK1D
C16orf75	RMI2
LOC645949	LOC645949
BAALC	BAALC
TAFII-80	TAF6
HACD4	PTPLAD2
YL-1	VPS72
PGAM2	PGAM2
LOC101060476	LOC101060476
LOC100128130	LOC100128130
LOC101927792	LOC101927792
LOC102724676	LOC102724676
SMAC	DIABLO
HDAC-A	HDAC4
EIF-4G1	EIF4G1
MKI67IPP4	NIFKP4
RPL21_62_1585	RPL21P128
GAPDHP65	GAPDHP65
Ringo2	SPDYC
eNT	NT5E
LOC102725281	LOC102725281
RPL13A_9_1223	RPL13AP22
RN5S135	RNA5SP135
HCGIV-03	HCG4P3
GAPDHP42	GAPDHP42
DAGA4	SGCG
KIAA0101	KIAA0101
COX6A	COX6A1
VTI1BP3	VTI1BP3
PP2Ceta	PPM1M
WASH6P	WASH6P
RPL21_5_222	RPL21P33
ACCN3	ASIC3
C1orf153	FAM89A
CNOT11	CNOT11
LOC145757	LOC145757
OR2AL1P	OR2AL1P
FHM2	ATP1A2
LRH1	NR5A2
LOC101929003	LOC101929003
CSGlcAT	CHPF2
LOC100310756	LOC100310756
RPL18AP6	RPL18AP6
MIR5193	MIR5193
FAME2	FCMTE2
TCEB1P17	TCEB1P17
LOC100131303	LOC100131303
MTGMP	ROMO1
PIRC53	PIRC53
SNORD115-13	SNORD115-13
SIAT8F	ST8SIA6
p110D	PIK3CD
MS4A6	MS4A6A
MIR143HG	MIR143HG
STMN1P2	STMN1P2
SSRC	SSX1
LOC339298	LOC339298
AASTH23	AASTH23
DFNA3B	GJB6
BTBD15	ZBTB44
LOC102723477	LOC102723477
CRF21	GGCT
TXNL1P1	TXNL1P1
IGHV333	IGHV3-33
LOC101928468	LOC101928468
PGDS	HPGDS
pT1	ZNF77
PCH1A	VRK1
LPCAT	LPCAT3
HMGIYL3	HMGA1P3
SARP	ANKRD42
LOC400692	LOC400692
AGTR2	AGTR2
PPP1R43	AKAP1
OR1R2P	OR1R1P
LOC102724870	LOC102724870
SNORD42A	SNORD42A
HEATR2	HEATR2
TSPAN26	CD37
MRT18	MED23
4933414E04Rik	NSUN6
MRPL5	MRPL39
PP2CZ	PPM1J
CY6	CCR8
ACA47	SCARNA16
KRT18P21	KRT18P21
GPS2	GPS2
RPS27AP1	RPS27AP1
RPS3A_3_138	RPS3AP8
MAFIPL	TEKT4P2
RPL7A_26_1382	RPL7AP5
TRIM36	TRIM36
Luc7	LUC7L
LET7E	MIRLET7E
HFKH-5	FOXB1
RPL13A_1_152	RPL13AP11
RUFY2	RUFY2
NMDA1	GRIN1
3OST2	HS3ST2
GJA5	GJA5
ADIPQTL1	ADIPOQ
HEK	EPHA3
LOC100506107	LOC100506107
TRNAL10	TRNAL10
FUSSEL15	SKOR1
C4orf46	C4orf46
hARD2	NAA11
WDR23	DCAF11
SKD1	VPS4A
KRTAP2.1A	KRTAP2-1
FAM220BP	FAM220BP
CDK3	CDK3
FPH2	KITLG
COXVB	COX5B
S21	RPS21
LOC100127902	LOC100127902
IGHV3OR16-6	IGHV3OR16-6
PRSS52P	PRSS52P
U89	SCARNA12
VPS45	VPS45
SCD2	SCD5
TP53BP2	TP53BP2
TRNAH8	TRNAH8
MRPS15P2	MRPS15P2
CGM10	CEACAMP3
5c5-2	MRPL12
MIR8058	MIR8058
CACNA1G	CACNA1G
LPTS	PINX1
RPL17_10_481	RPL17P20
DUFD1	MTFR2
ROS1	ROS1
LOC389765	LOC389765
GRIK1-AS	GRIK1-AS1
DGCR10	DGCR10
TRIP-6	TRIP6
CAF	KAT2B
LAMP	LAMP3
RGMC	HFE2
LVM	MLC1
SRPK2ps	SRPK2P
PVR	PVR
OR14-38	OR5AU1
UNQ541	SFTA2
ZNF322P1	ZNF322P1
NCRNA00031	MCM3AP-AS1
MIRN1225	MIR1225
HSPC116	SSBP2
PR2AB55BETA	PPP2R2B
SCP3	SYCP3
MAGEA4	MAGEA5
LCEP1	LCEP1
IFIT3	IFIT3
ELC2	ELAC2
KCA4	KCNN4
JEDI	PEAR1
PPP1R14BP1	PPP1R14BP1
HSA238520	BDP1
L3MBTL1	L3MBTL1
PROSAPIP1	LZTS3
MY017	NDUFS7
DYNLT3P2	DYNLT3P2
LOC143286	LOC143286
LOC100131170	LOC100131170
DERL3	DERL3
MTFR1	MTFR1
MIR656	MIR656
EB11	GRIN2D
GPAA1	GPAA1
LOC100420941	LOC100420941
KNSL8	KLC4
C6ST-2	CHST7
Cux/CDP	CUX1
C3orf72	C3orf72
TAF9P3	TAF9P3
RNU7-22P	RNU7-22P
RN28S1	RNA28S5
ERT2	MAPK3
RNF135	RNF135
OR7E122P	OR7E122P
RPL7AP25	RPL7AP25
CCT4-1P	CCT4P2
RPS18P3	RPS18P3
TCTEL1	DYNLT1
MRP-S33	MRPS33
KIAA0507	RRP15
hFz2	FZD2
RBMY1G	RBMY1GP
LOC100418491	LOC100418491
RPL31P11	RPL31P11
LOC102724140	LOC102724140
MESTP2	MESTP2
LOC101927881	LOC101927881
ADAMTS18	ADAMTS18
AHC	NR0B1
RNF25	RNF25
ATG18B	WIPI2
C1IN	SERPING1
DPPA2P3	DPPA2P3
SNORD78	SNORD78
TFA	F3
UBE2Q2PY1	UBE2Q2P4Y
PDZRN1	LNX2
AT1R	AGTR1
SMDP4	CSF2RA
DBET	DBET
LOC728158	LOC728158
SCNEG	SCNN1G
THEG5	THEG5
RPL23AP4	RPL23AP4
osterix	SP7
bA561O23.1	CBWD3
TRIM39R	TRIM39-RPP21
ERI1	ERI1
LPC2	ANXA2
LOC102723657	LOC102723657
HMGB3P12	HMGB3P12
RNA5SP432	RNA5SP432
RASSF3	RASSF3
HMGN2P29	HMGN2P29
REXO1L4P	REXO1L4P
CALBRAIN	CABP1
ACOT1	ACOT1
LSLCL	CLEC11A
GCSHP3	GCSHP3
LGR6	LGR6
PRIM2A	PRIM2
TRNAI11	TRNAI11
ZZZ6	MIB1
ALF	GTF2A1L
MIP-3b	CCL19
CVID2	TNFRSF13B
NUTF2P6	NUTF2P6
LOC101060689	LOC101060689
CDw217	IL17RA
NETO2	NETO2
C14orf15	OR11H2
SERPINA6	SERPINA6
PP3731	DTYMK
MIR5698	MIR5698
ASCL3	ASCL3
C6orf110	TMEM63B
FBXL6	FBXL6
FABP7	FABP7
LOC101059996	LOC101059996
MIR2277	MIR2277
Klk7	KLK6
SRC-3	NCOA3
RPL21_2_54	RPL21P23
TAX40	PARD6A
LOC100652897	LOC100652897
LOC101930326	LOC101930326
1110019O13Rik	LETMD1
TRIM60P4Y	TRIM60P4Y
TOPVIA	SPO11
LOC100132874	LOC100132874
LOC101928833	LOC101928833
FLJ20021	FLJ20021
LOC102723347	LOC102723347
VHY	DUSP15
PDLIM1P	PDLIM1P1
GPR162	GPR162
IGKV1OR2-9	IGKV1OR2-9
PPIAP12	PPIAP6
HES5	HES5
WASF4P	WASF4P
HMHB1	HMHB1
TAF7	TAF7
hUHRF1	UHRF1
IRF7H	IRF7
AMBP	AMBP
OST705	OR7E90P
HOX1B	HOXA6
GNRH	GNRH1
HB-1	HMHB1
TGM2	TGM2
MIR7-3HG	MIR7-3HG
SNORD116-13	SNORD116-13
LOC101930004	LOC101930004
WDR82C	WDR82P2
LOC102724472	LOC102724472
hsa-mir-718	MIR718
FAM22A	NUTM2A
hY4.B7	RNY4P2
IGKV1-35	IGKV1-35
ACTL7B	ACTL7B
LCYTB	CYB561A3
TBPP2A	TTC29
ZNF704	ZNF704
ZNF277	ZNF277
CRSDA	IL11RA
p193	PARP4
KRT17P1	KRT17P1
HCGIX-1	HCG9P1
NCRNA00204A	FAM223A
PPP3RL	PPP3R2
PROMM	CNBP
S1R	TMBIM4
LCCS5	DNM2
APG3	ATG3
Nesp2	SYNE2
OR3-142	OR7E53P
CI-13kA	NDUFS6
KRT8P43	KRT8P43
RNF208	RNF208
IFITMD7	PRRT1
HEL-S-19	GALK1
RPL21P5	RPL21P5
TRAMD2	SLC36A3
LOC644776	LOC644776
DDCH	BCAP31
THRIL	THRIL
MIRN1911	MIR1911
MIRN484	MIR484
TRNAV34P	TRNAV34P
UVSS3	UVSSA
CHK	MATK
CD210	IL10RA
MIR5704	MIR5704
DAB1	DNAAF3
MIRN421	MIR421
COPD21	COPD21
RTN4R	RTN4R
PIMT	TGS1
TSSN1	GLCCI1
ATP8B2	ATP8B2
MIS18A	MIS18A
USP9YP4	USP9YP4
DNAAF3	DNAAF3
MIRN449	MIR449A
RSPH12	PPIL6
PTD013	RWDD1
LOC100133315	LOC100133315
GUSBP3	GUSBP3
OR52E4	OR52E4
LOC100996624	LOC100996624
ZNF148	ZNF148
UBE2D3L	UBE2D3P1
LOC101928424	LOC101928424
RGS	PITX2
ZNF141	ZNF141
CT47A6	CT47A6
PSMC2	PSMC2
PRRXL1	DRGX
MAC-2-BP	LGALS3BP
MIRN216	MIR216A
ZNF372	ZDHHC2
NYCM	MYCNOS
GGT8P	GGT8P
SEC16B	SEC16B
JHF	ANTXR2
BTF3P11	BTF3P11
N-TMOD	TMOD2
crml-1	LRRC16B
LOC101930622	LOC101930622
MIRN374A	MIR374A
Zfp9	ZNF25
GPI-MT-III	PIGB
B2G1	APOH
HCKIE	CSNK1E
FLT3LG	FLT3LG
HDCMC04P	KMT2E
MAFD9	MAFD9
HMSNO	HMSNO
MLN51	CASC3
LOC286453	LOC286453
IPO11-LRRC70	IPO11-LRRC70
pDP1678	DAZ2
SWAP70	SWAP70
PIWI	PIWIL1
FRZB1	FRZB
KRT8P31	KRT8P31
bA318E3.2	FAM208B
H36-1	CFHR1
LOC728519	LOC728519
CHCHD2P8	CHCHD2P8
K40	KRT40
mE10	BCL10
ARNT	MIA3
NCRNA00171	ZNRD1-AS1
RPS2_23_1615	RPS2P52
LOC101927524	LOC101927524
BETA3AR	ADRB3
OST711	OR4D10
RNS4	RNASEL
DFNB35	ESRRB
GS52	GS52
HPTPE	PTPRE
NMDMC	MTHFD2
LOC101927292	LOC101927292
MAWDBP	PBLD
THBS3	THBS3
C15orf43	C15orf43
TRPH	TPH1
DD2	AKR1C2
SLC25A7	UCP1
TSPAN8	TSPAN8
LOC102725417	LOC102725417
SWS1	ZSWIM7
HUSSY18	ABCF2
LOC100505728	LOC100505728
BFIC4	BFIS4
SNORA36B	SNORA36B
HLA-W	HLA-W
TMEM143	TMEM143
C3AR1	C3AR1
RNU5A-2P	RNU5A-2P
LOC102724426	LOC102724426
ASKL1	DBF4B
UNQ467	KRTDAP
HAO1	HAO1
MCOPS8	SNX3
SDR42E1	SDR42E1
MRPS17	MRPS17
PRL5	SMR3A
phosphacan	PTPRZ1
MYH9	MYH9
GFND2	FN1
NCRNA00229	LINC00229
LOC200726	LOC200726
PCGF6	PCGF6
RPL32P4	RPL32P4
SNORD1A	SNORD1A
MRPL9P1	MRPL9P1
KRT25A	KRT25
NM23-H6	NME6
LOC100130579	LOC100130579
COX6A1P2	COX6A1P2
IIAE1	UNC93B1
DCLK1	DCLK1
LOC339988	LOC339988
PHP1	LPPR4
ICR1	ICR1
LOC102725192	LOC102725192
LOC102723531	LOC102723531
P2T(AC)	P2RY12
OR4G3P	OR4G3P
IS1-RNPL	RBM3
dJ820B18.1	NCBP2L
fF45C1.2	CSF2RBP1
STIM1	STIM1
B4Gal-T3	B4GALT2
UGT1-08	UGT1A8
RPS4X	RPS4X
RLS2	RLS2
ISG-54K	IFIT2
IFNG-AS1	IFNG-AS1
HMW-MAA	CSPG4
Cnil	CNIH2
CD158B1	KIR2DL2
C4B12	C4B
V1-22	IGLV6-57
EHK-2	EPHA6
DEL16P11.2	DEL16P11.2
CXorf9	SASH3
vU1.7	RNVU1-7
TRIGNO2	FREM1
HSP86	HSP90AA1
REC8	REC8
RAB8IPL1	MAP4K3
CLP1	COLEC12
HCGIV.7	HCG4P8
LOC285626	LOC285626
OST619	OR2G1P
CLCI	CLNS1A
ZNF716	ZNF716
SRBP	SIGMAR1
NCRNA00083	LINC00083
CT120	FAM57A
Nrt1	IGSF9
PRKD3	PRKD3
CASP8	CASP8
KMT1A	SUV39H1
TRO	TRO
LOC285181	LOC285181
TOLLIP-AS1	TOLLIP-AS1
TBC1D22B	TBC1D22B
CTRP13	C1QL3
TP53I10	ENC1
EPPIN-WFDC6	EPPIN-WFDC6
LOC266619	LOC266619
Mal	TIRAP
RNX	TLX3
MIR6085	MIR6085
RNU6-26P	RNU6-26P
COX7B2	COX7B2
5'aHIF1alpha	HIF1A-AS1
CASC3	CASC3
MIR203A	MIR203A
RN5S225	RNA5SP225
METRN	METRN
MP44	NUP35
NTPDase-4	ENTPD4
RNA5SP113	RNA5SP113
NOTUM	NOTUM
GIP	C1QTNF1
LOC101927435	LOC101927435
APC6	CDC16
SEC3P	EXOC1
cnt-g3	AGAP3
ADPRTL4	ANKRD62P1-PARP4P3
LOC728535	LOC728535
CT104.3	POTEA
dJ130H16.1	TBC1D10A
LOC101929159	LOC101929159
MEGAP	SRGAP3
CD91	LRP1
DAI	ZBP1
MIR6859-1	MIR6859-1
APLNR	APLNR
LOC100128596	LOC100128596
HIST1H2AL	HIST1H2AL
PAPPA	PAPPA
FTLP6	FTLP6
IGKV2-10	IGKV2-10
DJ262D12.2	MRPS14
ITPK1AS	ITPK1-AS1
SEMCAP2	GIPC2
LOC101929944	LOC101929944
TSE1	PRKAR1A
CMH11	ACTC1
AKR1C2	AKR1C2
p75(NTR)	NGFR
p90-120	CDW12
IL-1R-2	IL1R2
OCNCa	CNGA2
ASPG4	ASPG4
MGC27345	MGC27345
STB1	VANGL2
PCSK3	FURIN
AD12	AD12
CSRNP-1	CSRNP1
SFRS3	SRSF3
TPRXP1	TPRX2P
BOR2	SIX5
H1C	HIST1H1C
RPL22L1	RPL22L1
PIF	DCD
BPEO	MAFD3
FAM86DP	FAM86DP
CRYN1	ADAM2
ST13P9	ST13P9
SIX3	SIX3
CEACAM29P	CEACAMP8
LOC102723468	LOC102723468
APLP1	APLP1
IDH	IDH2
NEURIM1	C11orf87
TIARP	STEAP4
AEZ	SLC39A4
LOC102725441	LOC102725441
NS3	KRAS
C12orf29	C12orf29
OR1D2	OR1D2
3OST	HS3ST1
LOC102724073	LOC102724073
HBII-85-20	SNORD116-20
RPL31P51	RPL31P51
NM23-H2	NME2
MIRN1228	MIR1228
HTR1EL	HTR1F
LOC728755	LOC728755
LOC102723549	LOC102723549
XAP-7	FAM3A
CD231	TSPAN7
TBR2	EOMES
KV6.4	KCNG4
SLIM1	FHL1
PAICSP7	PAICSP7
SPATA3-AS1	SPATA3-AS1
ZBTB43	ZBTB43
PITALRE	CDK9
IGKV218	IGKV2-18
TGM5	TGM5
MIC18	EPCAM
RPL21_62_1798	RPL21P132
NCRNA00220	TMEM253
D22S672	GGT1
CIS-4	SOCS6
C6orf210	PDSS2
C11orf86	C11orf86
ZA2G	AZGP1
HOMS1	SART1
VN1R103P	VN1R103P
LOC102725211	LOC102725211
CCL27	CCL27
hsa-mir-6505	MIR6505
CLPSL2	CLPSL2
GSD10	PGAM2
CYP5A1	TBXAS1
RBM22P6	RBM22P6
PND	NPPA
MST100	TMBIM1
NR2C2AP	NR2C2AP
RRT2	DPH7
GAS11	GAS8
SPINT3	SPINT4
Rh50	RHAG
T3	SLC25A5
DQB3	HLA-DQB3
CAVB2	CACNB2
RCOR2	RCOR2
IL13BP	IL13RA2
TRDL-1	TNFSF13
OR4C5	OR4C5
MIRN1289-1	MIR1289-1
SCOX	ACOX1
STK38L	STK38L
RN5S367	RNA5SP367
DDX42	DDX42
hsa-mir-6079	MIR6079
MIRN668	MIR668
LOC100418733	LOC100418733
KSR1	KSR1
PYY3	PYY3
SLC27A1	SLC27A1
hsa-mir-331	MIR331
PPP1R55	CASC5
PGRPL	PGLYRP2
SLC22A11	SLC22A11
IGHV4B	IGHV4-38-2
ZNFN1A3	IKZF3
RN5S43	RNA5SP43
MP19	LIM2
DNM1DN16-1	DNM1P26
C8orf32	WDYHV1
HEI10	CCNB1IP1
LRRC29	LRRC29
HN9	MTRNR2L9
VAP-A	VAPA
RNF159	PCGF5
RP1	MAPRE2
UBE2V	UBE2V1
MARVELD1	MARVELD1
HMGB1P42	HMGB1P42
AFF4	AFF4
OR7E80P	OR7E15P
SUB1	SUB1
BUCS1	ACSM1
MRPS33	MRPS33
SLX1A-SULT1A3	SLX1A-SULT1A3
LOC100505502	LOC100505502
SNORD47	SNORD47
HNAACTE	ACOT8
SIAT4B	ST3GAL2
ARL10	ARL10
EBP-37	FCN2
P2RX5	P2RX5
LTB4R2	LTB4R2
ABC39	ABCD2
MEL-18	PCGF2
PCOS1	PCOS1
BUB1beta	BUB1B
BCL4	BCL3
IS4	IS4
PRORSD1P	PRORSD1P
P25TI	PI15
LMBRD2	LMBRD2
EPI64	TBC1D10A
SYT15	SYT15
TIMM10B	TIMM10B
HSAF001435	SNX15
PSORT	R3HCC1L
3-alpha-HSD	DHRS9
EHB21	EPN2
UDPase	ENTPD4
TMEM112B	LMF2
RPS15P5	RPS15P5
GTL2	MEG3
CALR	CALR
OASIS	CREB3L1
GLM2	PTEN
OR4A41P	OR4A41P
LTB	LTB
LKAP	KIAA0430
TTF-1	TTF1
1-8D	IFITM2
IGKV2D30	IGKV2D-30
PLAP-1	ASPN
LOC101929099	LOC101929099
PIP5K1A	PIP5K1A
C1orf34	TTC39A
MMACHC	MMACHC
MLCK108	MYLK
SEPHS1P4	SEPHS1P4
MIR518B	MIR518B
ALS9	ANG
JDP1	DNAJC12
TCONS_00024764	LINC01081
RN5S423	RNA5SP423
RPS15AP8	RPS15AP8
HMP19	HMP19
TN-C	TNNC1
MPP-2	FOXM1
AUTS3	AUTS3
RPS3A_10_823	RPS3AP29
COX7AL1	COX7A2
LOC100631370	LOC100631370
OUT	TCF23
GP88	GRN
C9orf30-TMEFF1	MSANTD3-TMEFF1
HNA-2a	CD177
PRR25	PRR25
ZCCHC7	ZCCHC7
MRT22	TUSC3
TGT3	FOXM1
LOC101927943	LOC101927943
C2GNT2	GCNT3
MIR6873	MIR6873
WEX7	TCEAL4
CL4	ERVW-3
BEND7	BEND7
XRRA1	XRRA1
TGIF2-C20orf24	TGIF2-C20orf24
OR10J1	OR10J1
RN5S371	RNA5SP371
PAP2-g	PPAP2C
NKNA	TAC1
LOC100128091	LOC100128091
PCTK1	CDK16
MCOP1	MCOP1
DJ11	DNAJC7
RPL23AP15	RPL23AP15
C1ORF18	DENND1B
FAM196B	FAM196B
TRAV36/DV7	TRAV36DV7
Mart2	PEG10
AKR1D1P1	AKR1D1P1
BOULE	BOLL
p59	GORASP2
MIR4743	MIR4743
SERF1B	SERF1B
CNNM4	CNNM4
RN5S304	RNA5SP304
SIPA1L3	SIPA1L3
MROH2B	MROH2B
MST3	STK24
LOC100132599	LOC100132599
MIRN570	MIR570
RN5S474	RNA5SP474
CRACC1	SMARCC1
MEMO1P4	MEMO1P4
MRPS22	MRPS22
GNG4	GNG4
C8orf75	LINC00589
Hikeshi	C11orf73
EMTB	RPS14
PIB10	RFTN1
CBY2	SPERT
RPS2_14_794	RPS2P32
FAM53C	FAM53C
MRF-2	ARID5B
LOC102723772	LOC102723772
PYHIN1	PYHIN1
COX6BP-1	COX6B1P1
LINGO1	LINGO1
CIDEC	CIDEC
DHTKD1	DHTKD1
MYMY1	MYMY1
LOC100506085	LOC100506085
LOC392334	LOC392334
AC3-33	C3orf33
CD300LG	CD300LG
RPL7P29	RPL7P29
Dist1	RHBDF1
D10S64	RBP3
LOC100422001	LOC100422001
DHCD1	DNHD1
T6441	SPATA24
SPINK7	SPINK7
LOC101927787	LOC101927787
LOC100631265	LOC100631265
LOC100129355	LOC100129355
CYP4F	CYP4F3
HB6	KRT86
PSPS2	REG1B
ST3GalA.2	ST3GAL2
LOC100419960	LOC100419960
MIR4276	MIR4276
SPTBN5	SPTBN5
LOC101928886	LOC101928886
C1orf77	CHTOP
GLYS1	GLYS1
p91-PHOX	CYBB
DJ646B12.2	RHOU
RNU1-11P	RNU1-11P
MIR4263	MIR4263
ear-1	NR1D1
DOC-1	FILIP1L
MADH4	SMAD4
DEF-27	DEFB127
OR52A2	OR51E2
SIN3A	SIN3A
CCNJP2	CCNJP2
OR7E11P	OR7E11P
KRT18P31	KRT18P31
CCDC147	CCDC147
p10	EXOSC3
OR13K1P	OR13K1P
LOC101928383	LOC101928383
RN5S359	RNA5SP359
DAO2	AOC2
LOC391472	LOC391472
RNF115	RNF115
GCNT7	GCNT7
OBSCN	OBSCN
KTCN	VSX1
GBA	GBA
RPS2_20_1284	RPS2P5
TRIM61	TRIM61
OR4Q2	OR4Q2
ACCN	ASIC2
TG737	IFT88
C6orf64	SAYSD1
SPG68	FLRT1
WAP6	WFDC6
CD158H	KIR2DS1
NT-3	NTF3
c3_E	ERVK-11
RPS23P2	RPS23P2
LOC101060711	LOC101060711
RPS3A_18_1114	RPS3AP39
PPIA	PPIA
FAST1	FOXH1
FMD	FSHMD1A
LOC101927153	LOC101927153
MAN1A3	MAN1C1
SA	ACSM3
DXS128	SLC16A2
PAX6NEB	ELP4
hsa-mir-602	MIR602
A14	IGKV6D-41
NDR	HEMGN
SLIT2-IT1	SLIT2-IT1
TK14	FGFR2
ZNF15	ZNF708
H2BFH	HIST1H2BE
IL-1ra	IL1RN
DSG1	DSG1
DER22T8-22	DER22T8-22
DEFB108P3	DEFB108P3
CD300D	CD300LD
C1orf69	IBA57
ZNF478	ZBTB14
T2R64P	TAS2R64P
MGB1	SCGB2A2
ACT1	TRAF3IP2
hsa-mir-488	MIR488
C20orf46	TMEM74B
NHEJ1	NHEJ1
RN5S394	RNA5SP394
NEM6	KBTBD13
DNAJC18	DNAJC18
CEB1	HERC5
EBVS	SH2D1A
GAPDP15	GAPDHP15
S100A6	S100A6
MIR7112	MIR7112
ARMD7	HTRA1
RPL15P2	RPL15P2
Skn	HHAT
KIAA1875	KIAA1875
GLYT2L	GGTA2P
PCDHG	PCDHG@
SPRR1A	SPRR1A
LOC101927168	LOC101927168
RNA5SP257	RNA5SP257
SNX20	SNX20
RNU2-2	RNU2-2P
XLVD	FLNA
NSPLII	RTN3P1
RNU17A	SNORA73A
SOX27	SOX15
RNA5SP488	RNA5SP488
LOC642487	LOC642487
H2Bb	HIST3H2BB
CRISP2	CRISP2
NTRK3	NTRK3
LOC100034248	LOC100034248
SLC25A5P8	SLC25A5P8
ECTD1	EDA
RPL10A_5_891	RPL10AP3
LRRN6B	LINGO3
ADRB2RL1	HTR1A
B3GNT1	B3GNT1
WSC4	PARM1
IGHD310	IGHD3-10
MIR4497	MIR4497
NATO3	FERD3L
Rlb1	SRFBP1
FBN1	FBN1
RPL32P30	RPL32P30
LOC729497	LOC729497
MRD2	DOCK8
PCANAP5L	ANO7
AZU	AZU1
CHO1	KIF23
RNA5SP363	RNA5SP363
KIAA0649P3	PPP1R26P3
LOC100422216	LOC100422216
Scml3	SCMH1
TADA1	TADA1
NLTP	SCP2
GUSBL1	GUSBP2
PCAF-b	KAT2A
LOC101928614	LOC101928614
hsa-mir-1289-1	MIR1289-1
ATQ1	ALDH7A1
TMEM187	TMEM187
RPS4P5	RPS4XP5
PIRC101	PIRC101
LOC645382	LOC645382
HBII-52-11	SNORD115-11
RNA5S12	RNA5S12
IMD2	WASF2
RPS12P1	RPS12P1
C5orf58	C5orf58
PSMC1P10	PSMC1P10
WIPI4	WDR45
LOC102724652	LOC102724652
TCRBV5S3A2T	TRBV5-5
